property_id,property_name,location,property_type,number_of_bedrooms,bedroom_size,amenities,seasonality,base_price,estimated_monthly_bookings,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_response_rate,number_of_reviews,review_scores_rating,beds,neighborhood
58391,Administration Buy,Port Joseph,Apartment,4,14.420475578048674,"['Parking', 'Garden view', 'Canal view', 'Kitchen', 'WiFi']",Summer,1824.313110307288,54,6,Single,Moderate,12.324834832083047,68,283,4,7,Suburb
51740,Commercial Compare,Lake Josephhaven,Cottage,2,19.42705784035266,['Parking'],Summer,3745.3725614959076,80,5,King,Strict,11.518115668387537,72,445,2,5,Suburb
77853,Best Start,East Virginia,Cottage,2,19.38087606770513,"['Kitchen', 'Canal view', 'Swimming Pool', 'Air Conditioning', 'Garden view', 'TV', 'WiFi', 'Gym', 'Waterfront']",Winter,3999.2104331368805,10,6,King,Moderate,27.83313269086131,73,427,4,5,Downtown
1600,Today Special,South Matthew,Cottage,4,18.899518772370687,"['TV', 'Kitchen', 'Parking', 'Gym', 'Air Conditioning', 'Swimming Pool', 'Waterfront', 'Garden view', 'Canal view', 'WiFi']",Summer,2647.812559580162,57,7,Double,Strict,40.46711084155253,94,244,5,5,Mountain View
31945,Home Nearly,Port Matthew,Apartment,2,19.70851752093467,"['Swimming Pool', 'Canal view', 'WiFi', 'Waterfront']",Summer,758.7881720431286,66,3,Double,Moderate,36.992050984243974,74,206,5,6,Downtown
52523,Stock Suffer,East Jennifershire,House,5,11.788521779128407,"['Garden view', 'Parking', 'Air Conditioning', 'Kitchen', 'TV', 'Canal view', 'Waterfront', 'Gym', 'WiFi']",Summer,4037.1349495391155,71,5,King,Moderate,19.859075642684118,89,171,4,6,Waterfront
88589,Top Big,Joshuahaven,Cottage,1,15.75501400681455,['WiFi'],Autumn,3574.178560383961,18,3,Double,Strict,38.36958180236594,79,46,5,2,Downtown
47883,Husband Kitchen,Morafort,Villa,5,11.018782220978734,"['Garden view', 'TV']",Autumn,4975.132577479456,45,6,Queen,Flexible,22.3931870850091,93,416,3,9,Waterfront
95010,International Child,Port Misty,Cottage,4,29.700309344719095,"['Kitchen', 'Air Conditioning', 'Waterfront', 'Swimming Pool', 'Canal view']",Summer,1568.8020785419385,85,4,King,Moderate,40.078974543786,88,360,4,7,Suburb
53095,Arm Note,Holmesburgh,Cottage,1,19.619420809339072,"['WiFi', 'Air Conditioning', 'Garden view', 'Gym', 'Waterfront', 'Swimming Pool', 'Canal view', 'TV', 'Parking', 'Kitchen']",Summer,1959.9366301717712,93,4,Queen,Strict,26.237262548627424,95,252,4,5,Waterfront
89531,Always Hotel,North Jeremy,House,5,14.370024218838132,"['Waterfront', 'Canal view', 'Swimming Pool', 'Parking', 'Garden view', 'TV']",Autumn,4681.967287446243,64,6,Queen,Strict,37.68944431560267,97,359,3,6,Mountain View
7305,Perhaps Involve,New Andrewton,House,5,17.94960811771384,"['Garden view', 'Parking', 'Swimming Pool']",Autumn,90.0095431109887,75,9,Queen,Strict,48.46503914387519,56,471,4,6,Waterfront
79442,Owner Magazine,West Michele,Apartment,5,16.064561426739548,"['Garden view', 'Kitchen', 'Canal view']",Summer,3947.7358573353977,22,7,Queen,Flexible,47.96774460231701,95,111,2,8,Downtown
49320,Position Put,East Brandy,Apartment,3,13.631578415215044,"['Kitchen', 'Swimming Pool', 'TV', 'Air Conditioning', 'Parking', 'Gym']",Summer,2426.9061667077067,44,4,Queen,Moderate,43.91915994544955,67,111,4,6,Mountain View
31140,Pressure Record,Livingstontown,House,4,17.227276612242367,"['Swimming Pool', 'Kitchen', 'Gym', 'Parking', 'Canal view']",Autumn,3436.6011397127522,94,6,Queen,Strict,41.065157598639615,91,286,5,5,Mountain View
97544,Ask Ok,East Martinview,Cottage,1,14.0238438391302,"['Air Conditioning', 'Garden view']",Autumn,4327.721656516738,98,4,Queen,Moderate,29.41658777599381,73,410,5,5,Suburb
96238,Week Their,New John,Cottage,3,22.1347137178103,"['Gym', 'Garden view', 'Air Conditioning', 'Parking', 'WiFi', 'Swimming Pool']",Winter,3901.8963051456403,86,7,Queen,Flexible,31.01603701808427,86,191,3,6,Downtown
36587,Rest Mr,South Brandon,Villa,5,20.04186204431952,"['Waterfront', 'Air Conditioning', 'WiFi', 'Swimming Pool', 'TV', 'Garden view', 'Kitchen', 'Gym']",Summer,375.1812338493565,79,7,Queen,Strict,30.955955436952877,52,316,1,6,Suburb
18671,Example Military,Thomasfort,Apartment,5,26.434772530606576,"['Canal view', 'Gym', 'Waterfront']",Autumn,4046.0815783553635,16,5,Single,Flexible,42.6442641937903,83,452,4,6,Waterfront
92054,Former Participant,Clarkside,Apartment,4,19.044579959549843,['WiFi'],Winter,152.7264385556773,46,7,Double,Strict,32.13740471858905,76,302,5,7,Waterfront
71390,Along Financial,Tinaton,Cottage,2,25.8971241084555,"['Waterfront', 'Gym', 'WiFi', 'Swimming Pool', 'Parking', 'Canal view', 'Air Conditioning', 'TV', 'Kitchen', 'Garden view']",Winter,2461.762946330393,56,5,Double,Flexible,46.16558202725117,80,352,3,4,Downtown
65707,Social Dream,Robertstown,House,5,21.401471688345058,"['Waterfront', 'WiFi', 'Garden view', 'Swimming Pool', 'Gym']",Autumn,3868.1510485564713,37,7,Queen,Flexible,23.795831338442397,94,68,2,8,Downtown
89527,Bad Unit,Smithport,Apartment,5,14.474566687592215,"['Garden view', 'Swimming Pool', 'Canal view', 'Parking', 'Waterfront']",Autumn,856.4048566964568,51,8,Double,Moderate,24.794557389385762,67,328,2,8,Mountain View
39838,Over Entire,Mackenziemouth,House,5,14.32043621000798,"['Gym', 'TV']",Winter,641.1510951809047,98,8,King,Flexible,29.8858578298234,76,58,2,6,Suburb
62277,You Maybe,Lake Tristanmouth,House,3,27.175165690467654,['WiFi'],Autumn,664.1179340448891,65,4,King,Strict,29.946229902925843,97,117,4,4,Downtown
52837,Market Every,Johnborough,Cottage,3,24.03018409047631,"['Gym', 'Swimming Pool', 'TV', 'Waterfront', 'WiFi']",Autumn,3872.8636253721497,93,3,Single,Flexible,44.268546187920826,98,355,4,5,Downtown
68797,Enough Imagine,West Emily,House,5,16.531682547545554,"['WiFi', 'Canal view', 'Parking', 'Waterfront', 'TV']",Summer,3557.026395678552,29,8,King,Flexible,44.08014487956901,51,297,5,6,Mountain View
81742,Sometimes No,New Brettville,Cottage,3,26.21867896500995,"['Kitchen', 'TV', 'Air Conditioning', 'Swimming Pool', 'Garden view']",Summer,3423.577825982386,26,4,King,Moderate,16.341418857127312,100,330,1,4,Suburb
29706,Station Authority,Lake Megan,House,5,10.553242440299357,"['Swimming Pool', 'Garden view', 'Canal view', 'WiFi', 'Parking']",Autumn,2821.8388733911706,40,5,Single,Strict,20.18683109004086,89,230,1,8,Downtown
77522,At Charge,New Taylor,Apartment,5,20.09120311095183,"['Waterfront', 'Garden view', 'Air Conditioning', 'Kitchen', 'WiFi']",Autumn,4878.920770260116,74,9,Single,Moderate,31.791507091001534,83,428,3,6,Waterfront
13605,Report Serve,East Katieview,Villa,5,10.571999561260379,"['Kitchen', 'Swimming Pool', 'Parking', 'WiFi', 'Garden view', 'TV']",Summer,4678.210424241595,90,5,King,Moderate,47.75344186981905,92,331,4,9,Mountain View
29920,Whom Behind,Clarkstad,Villa,2,14.023043377740274,"['Swimming Pool', 'TV', 'Kitchen', 'Garden view', 'Air Conditioning', 'WiFi', 'Parking']",Autumn,2091.5820715834434,85,3,Double,Moderate,32.11064547612388,100,306,2,5,Downtown
46330,Him Many,Denniston,Villa,1,18.33404049282478,"['Waterfront', 'WiFi', 'Gym', 'Swimming Pool', 'Canal view']",Autumn,929.6023034103904,30,1,Single,Strict,23.686389092971577,72,371,2,3,Waterfront
30550,Bag Until,South Shawna,Villa,5,14.144066894998137,"['Kitchen', 'Gym', 'Waterfront', 'Air Conditioning', 'Parking']",Summer,292.1469545180008,47,8,Queen,Flexible,47.85103607554922,96,190,2,9,Waterfront
43334,Another Toward,Rebeccafort,Apartment,4,13.862955867397508,"['Waterfront', 'TV', 'Canal view', 'Parking', 'Kitchen', 'Swimming Pool']",Summer,4914.546931014773,13,7,King,Strict,36.736396000973684,93,10,5,8,Waterfront
12608,Beat Main,North Lucas,Apartment,4,12.04339190465861,['Air Conditioning'],Winter,1894.9277956017286,83,7,King,Moderate,16.566131295281412,93,147,5,6,Mountain View
74596,Help Capital,South Thomas,Villa,3,17.445368020835478,"['Swimming Pool', 'Air Conditioning', 'Kitchen', 'Parking']",Summer,3503.659587347984,23,6,Single,Flexible,35.85349421914098,72,494,4,7,Waterfront
53875,Yourself Just,Taylorshire,Apartment,1,19.83934577963742,"['Swimming Pool', 'Waterfront', 'Parking', 'Air Conditioning']",Autumn,3032.564976300465,34,2,King,Strict,19.92585023428439,74,23,5,2,Waterfront
45072,But Buy,Erikview,Villa,4,21.737675065359618,"['Garden view', 'Gym', 'Waterfront', 'Air Conditioning', 'TV']",Autumn,2569.717015566328,73,6,Double,Moderate,49.624959169801976,99,401,2,8,Suburb
80734,Last Section,Lake Genebury,Apartment,5,28.401197496256977,"['WiFi', 'Waterfront', 'Air Conditioning', 'TV', 'Garden view', 'Swimming Pool']",Autumn,2242.7742671182823,41,9,Double,Moderate,31.6587300978521,80,470,2,6,Suburb
54286,How Deal,South Cherylhaven,House,2,28.822558443270218,['Parking'],Summer,4962.253219553809,34,2,Double,Flexible,28.600107340199447,79,455,3,5,Downtown
9383,Tough Talk,Port Elizabeth,Villa,5,28.094420028944704,"['Swimming Pool', 'Air Conditioning', 'Canal view', 'Gym', 'Waterfront', 'Kitchen', 'WiFi', 'TV', 'Parking']",Summer,741.8808032924835,61,8,King,Moderate,35.04703276923786,72,272,3,9,Suburb
65584,Use White,Sarahfort,House,3,29.263080351686554,"['Canal view', 'Parking']",Autumn,3075.924909875984,29,6,Queen,Flexible,32.60897758822441,76,109,3,6,Downtown
37164,Sense Stage,North Jennifer,Villa,2,14.255487175701258,"['Kitchen', 'Parking']",Autumn,322.1345334710997,68,2,Queen,Flexible,27.030920278146624,76,349,4,5,Suburb
86429,It Care,Andreaton,House,4,14.572367495671276,"['Gym', 'Swimming Pool', 'Kitchen', 'Canal view']",Summer,1731.7277004183618,79,5,King,Strict,36.72515185230678,64,43,1,6,Suburb
68222,Bed Level,New Jasonside,Cottage,5,29.96237580034525,"['Kitchen', 'Waterfront']",Summer,1553.955103698393,29,9,Queen,Moderate,10.961218471608593,55,395,1,6,Downtown
37946,Cut Within,Padillachester,Villa,1,21.55957156969986,"['Gym', 'WiFi', 'Garden view', 'TV', 'Air Conditioning']",Autumn,556.0683759912024,56,2,Single,Moderate,37.454945029322346,93,311,5,3,Mountain View
11184,Likely Its,Catherinemouth,Apartment,4,21.117873709696227,"['TV', 'Waterfront', 'WiFi', 'Canal view']",Winter,3493.8323077123673,96,5,Double,Flexible,16.4233722704285,61,457,1,5,Mountain View
35777,Various Necessary,Port Danielle,Apartment,1,13.286654670285225,['Garden view'],Autumn,1387.401867954741,39,5,King,Moderate,12.714576212521695,65,486,1,2,Waterfront
76621,Condition Article,South Jessica,House,5,28.68558902941043,"['Air Conditioning', 'Waterfront', 'Canal view']",Autumn,547.1865120270384,40,9,Double,Strict,44.10290928285489,55,199,4,7,Downtown
10580,Loss Data,Wilkinsonhaven,Apartment,3,24.644270845287352,"['Swimming Pool', 'WiFi']",Autumn,4708.706274409229,95,6,Single,Flexible,23.02969783369884,83,233,3,4,Waterfront
12661,Focus Drug,Cardenasborough,Cottage,2,12.34369498220785,"['Air Conditioning', 'Canal view', 'Parking', 'TV', 'Waterfront']",Autumn,4348.318086251717,66,2,King,Moderate,30.89166315857176,66,194,4,4,Suburb
61539,Future Become,Martinezfort,Apartment,3,13.01120257773592,"['Canal view', 'WiFi', 'Parking', 'Waterfront', 'Garden view', 'Air Conditioning', 'Gym', 'Kitchen', 'TV']",Autumn,4947.646439324983,97,5,Queen,Strict,13.344042447771516,52,311,2,4,Suburb
24189,Agree At,Beardmouth,House,1,22.850299751521646,"['TV', 'Canal view', 'Parking', 'Garden view', 'Gym', 'WiFi', 'Air Conditioning']",Summer,3889.2906601901414,24,5,Queen,Flexible,16.57510745267836,96,376,1,5,Mountain View
84838,Arm Store,Jasonview,Apartment,4,17.984533656440007,"['Swimming Pool', 'TV', 'Garden view', 'Kitchen', 'Air Conditioning', 'Waterfront']",Summer,3875.3673550586386,96,6,Double,Moderate,21.763173394434556,98,391,4,8,Downtown
49324,Leader Forward,South Terriland,Villa,5,23.944742268049445,"['Kitchen', 'Gym', 'TV', 'Canal view', 'Waterfront', 'Garden view', 'Parking', 'Swimming Pool']",Winter,3279.153064201741,38,7,Single,Strict,48.920077265314184,69,325,2,6,Downtown
10729,Catch These,Tuckerfurt,House,5,12.971873829564451,"['Kitchen', 'Parking', 'Swimming Pool', 'Gym']",Winter,1219.5063215259509,83,6,Single,Moderate,34.17749399280683,50,223,5,7,Mountain View
1467,No Anyone,Blairbury,Cottage,3,10.610042821932595,"['Waterfront', 'WiFi', 'Canal view', 'Swimming Pool', 'Parking']",Winter,389.45340526331904,82,5,Single,Strict,40.141927964896794,65,445,2,4,Mountain View
33489,Camera East,Morrismouth,Cottage,3,27.863237266393657,"['Kitchen', 'WiFi', 'Canal view', 'Waterfront']",Summer,211.16704462543836,47,5,Queen,Strict,19.26477579654877,85,130,5,7,Waterfront
96088,That Mother,Smithland,Cottage,2,26.743178376911963,"['TV', 'Gym', 'Waterfront']",Winter,3901.6422094482446,14,3,King,Strict,21.013892653733997,94,26,3,5,Mountain View
50723,View Letter,Mitchellshire,Villa,5,13.346020186179828,"['Air Conditioning', 'Garden view', 'Swimming Pool', 'WiFi']",Winter,635.5945669198093,47,6,King,Moderate,22.390138019853726,55,396,5,8,Suburb
13491,So Only,South Blake,Cottage,5,16.872992432517037,"['Waterfront', 'Gym', 'Swimming Pool', 'Parking', 'WiFi', 'TV', 'Kitchen']",Summer,300.52558710970675,44,6,Queen,Strict,42.7109796771268,92,258,2,9,Mountain View
29256,Natural His,Patrickstad,House,1,23.066202552342084,"['Gym', 'Swimming Pool']",Autumn,4768.877175760632,49,5,King,Moderate,38.98744566648971,86,233,3,2,Downtown
54724,Response You,Vanessaville,Villa,2,12.90201920874357,"['Waterfront', 'TV', 'Garden view', 'Air Conditioning']",Summer,185.56682384188943,69,3,Queen,Strict,38.52186509274427,98,457,1,3,Suburb
27676,Board Moment,Port Alexandra,Cottage,1,11.786084558653545,"['TV', 'Air Conditioning', 'Waterfront']",Summer,2213.058347844596,75,5,King,Flexible,14.497511548449262,75,161,1,4,Suburb
81672,Upon Understand,Brentshire,Villa,3,21.658564804727042,"['Gym', 'Swimming Pool', 'Canal view', 'Kitchen', 'TV']",Autumn,3111.5021609346527,85,5,King,Moderate,46.36105548791707,77,137,3,5,Suburb
30323,Support Politics,New Kylehaven,Apartment,1,23.250377104989646,"['Canal view', 'Garden view', 'Air Conditioning', 'Gym']",Autumn,4605.942829872994,66,3,Double,Moderate,41.275465378505174,69,193,1,2,Waterfront
87035,Allow Four,Lewisbury,Cottage,5,22.50412098052896,"['Parking', 'Canal view', 'Garden view', 'Kitchen', 'Air Conditioning', 'Waterfront', 'Swimming Pool', 'TV', 'WiFi']",Summer,59.96096141966933,42,5,Single,Flexible,48.57290014119583,57,462,5,6,Mountain View
46107,Growth Hard,Rodriguezfurt,Cottage,1,10.607553144686857,"['WiFi', 'Air Conditioning', 'Waterfront', 'Canal view', 'Swimming Pool', 'Gym', 'Garden view', 'TV', 'Kitchen']",Autumn,788.1127598513092,81,4,Single,Moderate,38.81081269490905,81,46,1,2,Mountain View
43293,Civil Very,Perezmouth,Cottage,2,12.992762484284679,['Parking'],Autumn,2105.438693378318,72,5,King,Strict,31.64001610100781,75,410,2,4,Suburb
73139,Star After,Lake Sarah,Cottage,5,19.154415474027033,"['Swimming Pool', 'Kitchen', 'Waterfront', 'WiFi', 'TV', 'Gym', 'Air Conditioning', 'Canal view']",Winter,2442.562978729774,35,6,King,Flexible,13.922180402460235,92,412,5,8,Mountain View
57749,Firm Thought,Port Ronaldbury,Villa,2,28.795322380658853,"['WiFi', 'Waterfront', 'Air Conditioning', 'Kitchen', 'Swimming Pool', 'Gym', 'Garden view', 'Canal view', 'TV', 'Parking']",Winter,1840.6691589251534,60,4,King,Strict,13.777256232038901,62,363,1,4,Downtown
54251,Ground Save,West Cassandra,Apartment,5,15.285918643118341,"['TV', 'Swimming Pool', 'Kitchen', 'Garden view', 'Gym', 'Waterfront']",Winter,790.0875131523263,94,9,Single,Strict,37.61040158362433,95,204,1,9,Suburb
43408,Team Imagine,Port Timothy,House,3,25.4019679451459,['Gym'],Autumn,4105.089943067198,19,6,Double,Moderate,44.65324169474721,99,75,2,7,Waterfront
78248,Close Down,East Cassandra,Villa,4,24.18949930782601,"['Air Conditioning', 'Canal view']",Winter,3071.733491230329,59,6,Single,Moderate,18.373389192175114,57,120,4,7,Waterfront
24629,Everybody National,Donaldborough,Cottage,4,16.132507397602375,"['TV', 'Waterfront', 'WiFi']",Autumn,4216.875184807695,100,4,Double,Strict,26.4352184068459,92,78,4,5,Downtown
67848,Among Since,South Michael,House,2,11.617783883243202,"['Kitchen', 'Waterfront', 'Parking', 'Garden view', 'Canal view', 'WiFi']",Winter,2551.3378364079504,25,6,Single,Flexible,28.0287805153052,52,358,2,4,Mountain View
28833,Chance Old,Lake Catherine,House,5,19.939232827984874,"['Waterfront', 'Garden view', 'Parking']",Autumn,3766.4374672380395,40,5,Single,Moderate,42.79395514211951,57,235,5,9,Downtown
78584,Accept Like,Port Gary,Villa,3,16.364085994514113,"['Air Conditioning', 'Canal view', 'Gym', 'Swimming Pool', 'WiFi', 'Parking', 'Kitchen']",Autumn,3986.4636860148203,72,7,King,Flexible,25.472193272209907,75,372,4,6,Suburb
87416,Hand Generation,Lake Jasminetown,House,1,14.88261936570768,"['Swimming Pool', 'Gym', 'Garden view', 'Waterfront', 'Parking', 'Air Conditioning', 'TV', 'Kitchen']",Summer,795.2400399364402,64,2,King,Flexible,18.49196151946536,59,48,2,5,Waterfront
61342,Film Although,Kyleton,Apartment,1,12.735662552057729,"['Swimming Pool', 'Parking', 'Air Conditioning', 'Garden view', 'Kitchen']",Summer,591.2723283295675,72,5,Double,Moderate,43.15410015401022,72,380,1,3,Waterfront
59753,Admit Force,Davenportborough,Apartment,3,18.3554245558224,"['Parking', 'Gym', 'Garden view', 'Waterfront', 'Air Conditioning']",Summer,3665.47901965511,72,3,Queen,Flexible,34.337551758406875,74,194,5,5,Waterfront
81577,Far Treat,New Melaniechester,Cottage,4,13.328551273689861,"['Waterfront', 'Canal view']",Winter,4492.097252445122,97,7,Double,Moderate,32.322282673212385,53,34,1,6,Waterfront
30378,Poor They,Torresborough,Villa,3,13.67525746474241,"['Parking', 'Gym', 'TV', 'Swimming Pool', 'Garden view', 'Air Conditioning', 'Waterfront', 'WiFi', 'Canal view', 'Kitchen']",Summer,3677.592632755119,36,3,Single,Strict,16.147463226597594,78,44,2,6,Mountain View
75732,Affect Rich,Mooreside,Villa,3,14.196399291149062,"['Swimming Pool', 'WiFi']",Winter,4476.1347848489,77,4,Double,Flexible,41.947720010749286,51,122,1,6,Downtown
27433,Task Look,Lake Christopherborough,Villa,3,29.71966143169921,"['Waterfront', 'Gym', 'Air Conditioning', 'Parking']",Summer,1339.5033694546369,30,6,King,Flexible,31.535811411691157,90,77,5,6,Suburb
87352,Today Short,East Lacey,Villa,1,19.350076375580446,"['Parking', 'WiFi', 'TV', 'Waterfront']",Winter,4263.886053659845,11,5,Double,Flexible,33.3612948688892,52,0,1,4,Mountain View
76843,Simple Require,Christopherport,Apartment,5,21.746511685755976,"['TV', 'Kitchen', 'WiFi', 'Swimming Pool', 'Parking', 'Waterfront', 'Canal view', 'Air Conditioning', 'Gym', 'Garden view']",Summer,1804.986161503868,48,9,King,Flexible,25.289890792549524,65,327,4,6,Waterfront
78024,End Play,East Daniel,Villa,5,29.370714835956143,"['Garden view', 'Parking', 'WiFi', 'Canal view', 'Kitchen', 'TV', 'Waterfront', 'Swimming Pool']",Autumn,883.7260583133484,95,9,Single,Moderate,46.415565162199314,98,327,2,7,Waterfront
90272,Degree Huge,Port Danielle,Villa,1,27.387629713236215,"['Kitchen', 'Air Conditioning', 'WiFi', 'Gym']",Winter,4375.357641907665,46,4,Single,Moderate,28.683968391672977,54,451,4,3,Suburb
65714,May Continue,West Richardmouth,House,3,15.551758197188086,"['Swimming Pool', 'Air Conditioning', 'Waterfront', 'WiFi', 'Parking']",Autumn,2225.4974043193333,28,4,Double,Strict,22.624861698867566,68,498,3,5,Suburb
87261,Compare Stop,North Stacy,Cottage,1,13.960777532737668,"['Air Conditioning', 'Kitchen', 'Waterfront', 'WiFi', 'Gym', 'Swimming Pool', 'Canal view', 'Garden view', 'Parking', 'TV']",Winter,2862.081397444767,25,5,Double,Flexible,16.642305411840347,92,203,1,4,Waterfront
45638,Top Rock,Brittneyton,Villa,3,11.448729329745843,"['Waterfront', 'Gym', 'Swimming Pool', 'Canal view', 'Parking', 'Garden view', 'TV', 'WiFi', 'Kitchen', 'Air Conditioning']",Summer,4309.353401072138,71,4,Queen,Moderate,44.771850279232176,77,469,1,6,Waterfront
22895,Thought Image,Lake Michelleshire,Villa,5,28.346572794494257,"['Gym', 'Canal view', 'Waterfront', 'Swimming Pool', 'Air Conditioning', 'TV', 'Garden view', 'WiFi', 'Parking']",Autumn,4837.207150151159,34,6,King,Moderate,10.85604555522648,85,319,4,9,Waterfront
45966,Dog Film,Shawside,House,3,12.30376434685956,"['Gym', 'WiFi', 'Garden view', 'Parking', 'Waterfront', 'Canal view']",Winter,2471.808609282552,96,5,Queen,Flexible,41.38131143041285,64,40,3,4,Mountain View
83944,Full Care,New Annemouth,Apartment,3,15.45348985193697,"['Air Conditioning', 'Gym', 'Kitchen', 'Waterfront', 'Garden view', 'Swimming Pool', 'Canal view']",Winter,2155.509514348213,79,6,Single,Strict,46.33936919265185,56,284,5,4,Mountain View
69684,Open Defense,Kennethborough,Villa,2,16.071203521142472,"['Garden view', 'Canal view']",Autumn,465.37208650139974,72,4,Single,Flexible,40.04180760336085,53,190,5,3,Suburb
23471,Whether Degree,Martinfort,Apartment,2,13.56720819935842,"['Swimming Pool', 'Air Conditioning', 'Canal view', 'Waterfront', 'TV', 'Parking', 'Garden view', 'WiFi', 'Kitchen', 'Gym']",Winter,1668.2917768402563,68,2,Queen,Strict,36.34861949628371,88,395,3,5,Downtown
84033,Mr Message,Robinsonmouth,Cottage,5,13.899032323873417,"['Air Conditioning', 'Garden view', 'Waterfront']",Autumn,2657.244876406677,67,5,Queen,Flexible,46.19762188479415,87,28,5,9,Mountain View
13190,Style Unit,Loganburgh,Apartment,3,18.95928937058035,"['Gym', 'TV', 'Waterfront', 'Swimming Pool']",Winter,2262.8380145497154,12,7,King,Flexible,14.548730849157238,91,333,4,5,Mountain View
35229,Least Final,Marshalltown,Cottage,2,29.135710283355664,"['Canal view', 'TV', 'Swimming Pool', 'Air Conditioning', 'Parking']",Winter,1438.2716699118032,98,3,Queen,Strict,47.09930144511865,98,438,4,3,Suburb
31287,Authority Could,New Maryshire,Apartment,5,15.056215750111495,"['Garden view', 'Canal view', 'Waterfront', 'TV', 'Gym', 'Kitchen', 'WiFi', 'Swimming Pool']",Autumn,1492.875431130864,39,5,Queen,Moderate,30.57446213556991,83,61,4,7,Downtown
43083,Plant Kind,South Monica,Villa,2,11.683447914514351,"['Air Conditioning', 'Waterfront', 'Gym', 'Garden view', 'Canal view', 'Kitchen']",Winter,1435.5040688848082,67,2,Queen,Moderate,39.46725338565961,55,40,1,6,Downtown
43460,Girl Keep,Port Kathy,Apartment,1,17.676305600451457,"['Swimming Pool', 'Garden view', 'WiFi', 'Kitchen']",Winter,777.5794670569637,96,5,Queen,Moderate,22.239165857698552,84,215,3,3,Waterfront
83407,Us Ten,East Timothy,House,5,21.24220619948654,"['Kitchen', 'Waterfront', 'WiFi', 'TV', 'Swimming Pool']",Winter,764.3635752949882,20,5,Queen,Moderate,35.37837949341509,66,151,3,6,Waterfront
56404,Million Start,Riverabury,Villa,1,24.518286389888985,"['TV', 'Waterfront', 'Swimming Pool', 'Garden view']",Autumn,1490.3214458084972,30,3,Queen,Moderate,40.40382659504583,99,32,1,3,Waterfront
4396,Ability Data,Townsendberg,Apartment,1,23.05663360833315,"['Garden view', 'Waterfront', 'Gym', 'WiFi', 'Air Conditioning', 'Kitchen']",Winter,4115.619020698714,97,3,Single,Strict,48.06456493491532,84,388,3,3,Waterfront
96734,Very Congress,Port Kendraport,House,4,19.191049230099182,"['Air Conditioning', 'Parking', 'Gym', 'Swimming Pool', 'TV', 'Waterfront', 'Canal view']",Winter,2344.401505014828,18,8,Queen,Flexible,43.28639270643325,66,20,1,5,Waterfront
98450,Season Take,Edwardbury,Apartment,5,22.34630433017074,"['Canal view', 'Air Conditioning', 'WiFi', 'Parking', 'Gym', 'Garden view', 'Swimming Pool']",Summer,965.4120144862082,42,9,Double,Flexible,48.87067774259291,90,258,5,7,Suburb
42166,Environmental Successful,Jacksontown,Villa,1,18.09195278650553,"['Kitchen', 'Swimming Pool', 'Parking', 'Air Conditioning', 'Garden view', 'Waterfront', 'Gym', 'TV', 'Canal view', 'WiFi']",Winter,1079.5237555472088,26,5,Double,Flexible,28.446895319347444,55,40,5,4,Downtown
29207,Of Get,Brandonfurt,Cottage,1,11.085216797819955,"['Canal view', 'TV', 'Waterfront', 'Garden view', 'Parking', 'WiFi', 'Swimming Pool', 'Gym', 'Air Conditioning']",Autumn,3418.6826094408448,76,3,Single,Moderate,39.88665787854052,55,86,4,3,Waterfront
76328,Hand Consumer,Beverlytown,Cottage,1,11.448417798040492,"['Air Conditioning', 'Parking']",Autumn,4094.3884748400633,64,1,King,Flexible,46.68032403245706,94,130,2,4,Suburb
74532,Watch Real,West Nicholehaven,House,2,12.332836049976914,"['Swimming Pool', 'TV']",Winter,3334.355078838108,34,4,Double,Moderate,26.347467486370633,87,71,3,4,Mountain View
43422,Operation Thought,Bobbyside,Cottage,4,20.241165170608262,"['Garden view', 'Waterfront', 'Kitchen', 'Air Conditioning', 'Canal view', 'TV', 'Swimming Pool', 'Parking', 'Gym', 'WiFi']",Winter,3017.4132345175267,55,7,Double,Flexible,24.336796640675725,65,291,5,5,Mountain View
1138,Thing Guy,Michaelastad,Cottage,3,14.95264691855924,"['Parking', 'Canal view', 'Waterfront', 'Garden view']",Autumn,1335.36560271469,35,3,Double,Moderate,36.32506488641263,60,319,3,4,Waterfront
76299,White Exactly,Brittneyview,Apartment,1,13.596514448257873,"['Waterfront', 'Canal view', 'Garden view', 'Parking', 'Swimming Pool']",Winter,3208.53780214946,93,1,Double,Moderate,30.74663969173198,50,311,5,2,Waterfront
9054,Fly Interview,Lake Timothyhaven,Cottage,2,27.528642050753685,"['Waterfront', 'Kitchen', 'Canal view', 'Air Conditioning', 'Swimming Pool']",Summer,1891.9364460309866,66,4,Single,Moderate,20.2432943458896,81,12,1,4,Suburb
95039,Already Beat,Lake Heidi,House,1,16.528994591509406,"['Waterfront', 'Swimming Pool', 'Garden view', 'TV', 'Canal view']",Winter,90.77871837038174,82,2,Single,Flexible,26.657090949043763,59,490,5,5,Mountain View
29623,Approach Institution,Wilsontown,House,3,22.641071259287088,"['Waterfront', 'Air Conditioning', 'TV', 'Garden view', 'Canal view', 'Gym']",Summer,148.23916754153498,78,5,Queen,Strict,40.48594668402584,94,432,5,6,Mountain View
7452,Also Land,Wardburgh,Apartment,5,15.40995366551906,"['Kitchen', 'Swimming Pool', 'Air Conditioning', 'Gym', 'Waterfront', 'Canal view', 'Parking', 'WiFi']",Winter,4016.429006114346,19,9,King,Strict,29.797737313446998,76,18,2,9,Suburb
